id,date,first_visit,revenue
5,2024-01-27,2020-02-05,35
5,2024-01-27,2020-02-05,40
5,2024-05-17,2020-02-05,15
6,2020-03-21,2020-03-21,45
6,2021-10-17,2020-03-21,50
6,2022-08-23,2020-03-21,35
6,2022-10-05,2020-03-21,40
6,2023-08-21,2020-03-21,30
6,2023-05-14,2020-03-21,25
6,2024-04-13,2020-03-21,25
7,2020-08-22,2020-01-22,20
7,2020-01-22,2020-01-22,60
7,2020-04-03,2020-01-22,40
7,2020-01-27,2020-01-22,55
7,2020-06-18,2020-01-22,25
7,2021-07-15,2020-01-22,15
7,2021-07-23,2020-01-22,60
7,2021-10-15,2020-01-22,15
7,2021-05-05,2020-01-22,30
7,2021-03-21,2020-01-22,15
7,2022-09-18,2020-01-22,60
7,2022-10-15,2020-01-22,20
7,2022-07-27,2020-01-22,30
7,2022-12-19,2020-01-22,30
7,2022-07-02,2020-01-22,50
7,2023-06-19,2020-01-22,30
7,2023-09-17,2020-01-22,25
7,2023-05-05,2020-01-22,30
7,2023-07-04,2020-01-22,35
7,2024-09-06,2020-01-22,35
7,2024-08-21,2020-01-22,30
7,2024-02-02,2020-01-22,60
7,2024-01-13,2020-01-22,20
8,2020-02-03,2020-02-03,25
8,2020-02-03,2020-02-03,60
8,2020-02-27,2020-02-03,60
8,2020-03-18,2020-02-03,25
8,2020-03-26,2020-02-03,35
8,2020-07-19,2020-02-03,20
8,2020-03-19,2020-02-03,20
8,2020-05-21,2020-02-03,60
8,2021-04-13,2020-02-03,20
8,2021-03-27,2020-02-03,40
8,2021-02-09,2020-02-03,50
8,2021-02-26,2020-02-03,60
8,2021-06-25,2020-02-03,40
8,2021-03-15,2020-02-03,30
8,2021-05-25,2020-02-03,50
8,2021-06-22,2020-02-03,30
8,2022-10-24,2020-02-03,55
8,2022-10-22,2020-02-03,50
8,2022-02-14,2020-02-03,30
8,2022-04-26,2020-02-03,45
8,2022-09-23,2020-02-03,60
8,2022-08-14,2020-02-03,55
8,2022-03-24,2020-02-03,40
8,2022-03-02,2020-02-03,15
8,2023-01-25,2020-02-03,40
8,2023-04-23,2020-02-03,50
8,2023-08-05,2020-02-03,55
8,2023-10-10,2020-02-03,15
8,2023-06-07,2020-02-03,35
8,2023-06-25,2020-02-03,35
8,2023-02-17,2020-02-03,50
8,2023-06-07,2020-02-03,45
8,2023-06-22,2020-02-03,35
8,2023-04-26,2020-02-03,40
8,2024-04-12,2020-02-03,50
8,2024-05-19,2020-02-03,40
8,2024-06-10,2020-02-03,60
8,2024-05-09,2020-02-03,35
8,2024-07-05,2020-02-03,60
8,2024-06-06,2020-02-03,15
8,2024-07-20,2020-02-03,50
8,2024-08-26,2020-02-03,50
8,2024-07-02,2020-02-03,40
8,2024-07-27,2020-02-03,45
9,2020-11-08,2020-01-05,45
9,2020-01-05,2020-01-05,20
9,2020-04-04,2020-01-05,40
9,2020-05-24,2020-01-05,45
9,2020-06-06,2020-01-05,50
9,2020-10-02,2020-01-05,20
9,2020-02-20,2020-01-05,60
9,2020-09-11,2020-01-05,50
9,2020-02-04,2020-01-05,20
9,2020-09-15,2020-01-05,55
9,2020-02-06,2020-01-05,20
9,2021-06-14,2020-01-05,25
9,2021-08-06,2020-01-05,50
9,2021-09-05,2020-01-05,40
9,2021-08-11,2020-01-05,55
9,2021-06-04,2020-01-05,50
9,2021-06-13,2020-01-05,60
9,2021-09-11,2020-01-05,40
9,2021-03-03,2020-01-05,25
9,2021-11-01,2020-01-05,25
9,2021-08-06,2020-01-05,20
9,2021-03-18,2020-01-05,50
9,2021-08-24,2020-01-05,60
9,2021-06-10,2020-01-05,35
9,2021-08-05,2020-01-05,55
9,2022-12-17,2020-01-05,35
9,2022-05-05,2020-01-05,35
9,2022-09-12,2020-01-05,50
9,2022-04-18,2020-01-05,50
9,2022-08-14,2020-01-05,20
9,2022-08-21,2020-01-05,50
9,2022-07-24,2020-01-05,45
9,2022-06-11,2020-01-05,40
9,2022-05-09,2020-01-05,25
9,2023-05-19,2020-01-05,35
9,2023-10-27,2020-01-05,20
9,2023-08-14,2020-01-05,55
9,2023-01-26,2020-01-05,35
9,2023-09-04,2020-01-05,50
9,2023-09-25,2020-01-05,35
9,2023-08-13,2020-01-05,60
9,2023-09-10,2020-01-05,55
9,2023-09-25,2020-01-05,15
9,2023-03-18,2020-01-05,40
9,2024-06-06,2020-01-05,50
9,2024-05-03,2020-01-05,45
9,2024-06-07,2020-01-05,20
9,2024-04-19,2020-01-05,20
9,2024-08-08,2020-01-05,60
9,2024-06-10,2020-01-05,15
9,2024-04-20,2020-01-05,15
9,2024-10-15,2020-01-05,25
9,2024-05-15,2020-01-05,25
9,2024-06-01,2020-01-05,50
9,2024-10-20,2020-01-05,55
9,2024-07-07,2020-01-05,35
9,2024-02-27,2020-01-05,15
10,2020-08-05,2020-03-01,20
10,2020-09-27,2020-03-01,30
10,2020-03-10,2020-03-01,55
10,2020-03-01,2020-03-01,35
10,2020-08-22,2020-03-01,55
10,2021-02-05,2020-03-01,15
10,2021-09-15,2020-03-01,55
10,2021-02-04,2020-03-01,50
10,2021-05-12,2020-03-01,15
10,2021-09-13,2020-03-01,45
10,2022-07-11,2020-03-01,35
10,2022-08-10,2020-03-01,60
10,2022-06-08,2020-03-01,50
10,2022-04-06,2020-03-01,30
10,2022-05-06,2020-03-01,20
10,2023-06-18,2020-03-01,15
10,2023-11-25,2020-03-01,45
10,2023-03-01,2020-03-01,15
10,2023-07-15,2020-03-01,55
10,2024-07-10,2020-03-01,15
10,2024-02-17,2020-03-01,40
10,2024-10-26,2020-03-01,20
10,2024-09-09,2020-03-01,40
10,2024-01-22,2020-03-01,40
11,2020-06-11,2020-01-19,35
11,2020-02-06,2020-01-19,35
11,2020-12-02,2020-01-19,50
11,2020-09-07,2020-01-19,45
11,2020-02-18,2020-01-19,35
11,2020-10-27,2020-01-19,30
11,2020-10-02,2020-01-19,15
11,2020-06-27,2020-01-19,20
11,2020-07-17,2020-01-19,60
11,2020-05-11,2020-01-19,45
11,2020-02-27,2020-01-19,60
11,2020-05-12,2020-01-19,15
11,2020-09-27,2020-01-19,55
11,2020-01-19,2020-01-19,40
11,2020-05-22,2020-01-19,35
11,2020-05-24,2020-01-19,40
11,2020-06-25,2020-01-19,15
11,2021-05-01,2020-01-19,20
11,2021-10-13,2020-01-19,45
11,2021-05-23,2020-01-19,40
11,2021-07-19,2020-01-19,45
11,2021-07-27,2020-01-19,40
11,2021-01-24,2020-01-19,45
11,2021-07-19,2020-01-19,45
11,2021-03-17,2020-01-19,40
11,2021-11-13,2020-01-19,50
11,2021-03-16,2020-01-19,45
11,2021-05-08,2020-01-19,55
11,2021-02-19,2020-01-19,35
11,2021-12-18,2020-01-19,50
11,2021-06-01,2020-01-19,50
11,2022-06-08,2020-01-19,50
11,2022-06-01,2020-01-19,30
11,2022-06-25,2020-01-19,55
11,2022-05-23,2020-01-19,60
11,2022-07-03,2020-01-19,30
11,2022-03-24,2020-01-19,40
11,2022-03-23,2020-01-19,40
11,2022-10-27,2020-01-19,20
11,2022-11-08,2020-01-19,45
11,2022-05-22,2020-01-19,45
11,2022-04-25,2020-01-19,15
11,2022-07-15,2020-01-19,35
11,2022-05-05,2020-01-19,55
11,2022-01-03,2020-01-19,60
11,2022-03-19,2020-01-19,35
11,2022-08-01,2020-01-19,60
11,2023-08-19,2020-01-19,45
11,2023-09-04,2020-01-19,55
11,2023-12-18,2020-01-19,15
11,2023-07-02,2020-01-19,55
11,2023-09-01,2020-01-19,30
11,2023-11-15,2020-01-19,15
11,2023-11-05,2020-01-19,50
11,2023-03-20,2020-01-19,25
11,2023-05-11,2020-01-19,50
11,2023-05-10,2020-01-19,40
11,2023-02-02,2020-01-19,40
11,2023-07-03,2020-01-19,50
11,2023-08-23,2020-01-19,55
11,2023-09-23,2020-01-19,50
11,2023-02-12,2020-01-19,45
11,2024-05-25,2020-01-19,25
11,2024-09-07,2020-01-19,30
11,2024-05-09,2020-01-19,55
11,2024-10-22,2020-01-19,30
11,2024-04-22,2020-01-19,50
11,2024-11-11,2020-01-19,40
11,2024-09-14,2020-01-19,35
11,2024-02-04,2020-01-19,45
11,2024-07-26,2020-01-19,15
11,2024-12-26,2020-01-19,60
11,2024-06-13,2020-01-19,25
11,2024-03-02,2020-01-19,35
11,2024-06-23,2020-01-19,30
11,2024-06-05,2020-01-19,25
11,2024-08-11,2020-01-19,25
11,2024-08-06,2020-01-19,55
12,2020-06-02,2020-06-02,35
12,2021-07-26,2020-06-02,25
12,2022-02-22,2020-06-02,35
12,2024-10-08,2020-06-02,55
13,2020-03-08,2020-01-07,25
13,2020-10-11,2020-01-07,35
13,2020-05-04,2020-01-07,20
13,2020-05-17,2020-01-07,50
13,2020-06-27,2020-01-07,40
13,2020-01-07,2020-01-07,50
13,2020-03-08,2020-01-07,15
13,2020-08-03,2020-01-07,20
13,2020-02-22,2020-01-07,45
13,2020-07-02,2020-01-07,45
13,2020-04-23,2020-01-07,55
13,2020-05-15,2020-01-07,40
13,2021-03-11,2020-01-07,45
13,2021-06-08,2020-01-07,30
13,2021-04-10,2020-01-07,20
13,2021-06-25,2020-01-07,55
13,2021-03-07,2020-01-07,15
13,2021-09-03,2020-01-07,40
13,2021-09-03,2020-01-07,60
13,2021-11-18,2020-01-07,55
13,2021-03-05,2020-01-07,60
13,2021-07-12,2020-01-07,60
13,2021-06-12,2020-01-07,20
13,2021-05-19,2020-01-07,20
13,2021-05-06,2020-01-07,55
13,2021-05-02,2020-01-07,60
13,2022-05-17,2020-01-07,60
13,2022-09-23,2020-01-07,55
13,2022-11-05,2020-01-07,30
13,2022-09-22,2020-01-07,50
13,2022-08-16,2020-01-07,50
13,2022-06-06,2020-01-07,20
13,2022-02-08,2020-01-07,30
13,2022-11-25,2020-01-07,40
13,2022-08-18,2020-01-07,30
13,2022-07-25,2020-01-07,45
13,2023-08-08,2020-01-07,60
13,2023-02-18,2020-01-07,35
13,2023-07-27,2020-01-07,30
13,2023-01-23,2020-01-07,40
13,2023-07-18,2020-01-07,40
13,2023-12-20,2020-01-07,35
13,2023-07-07,2020-01-07,40
13,2023-06-03,2020-01-07,35
13,2023-05-18,2020-01-07,45
13,2023-02-27,2020-01-07,35
13,2023-08-10,2020-01-07,30
13,2023-03-07,2020-01-07,55
13,2024-07-17,2020-01-07,35
13,2024-04-04,2020-01-07,40
13,2024-02-22,2020-01-07,20
13,2024-02-25,2020-01-07,15
13,2024-08-13,2020-01-07,25
13,2024-05-18,2020-01-07,45
13,2024-08-01,2020-01-07,15
13,2024-02-16,2020-01-07,15
13,2024-05-13,2020-01-07,50
14,2020-06-18,2020-01-27,25
14,2020-12-03,2020-01-27,20
14,2020-01-27,2020-01-27,50
14,2020-03-07,2020-01-27,60
14,2021-02-16,2020-01-27,20
14,2021-02-24,2020-01-27,60
14,2021-01-12,2020-01-27,45
14,2021-06-15,2020-01-27,45
14,2022-02-17,2020-01-27,60
14,2022-05-03,2020-01-27,40
14,2022-06-13,2020-01-27,15
14,2022-08-14,2020-01-27,15
14,2023-10-21,2020-01-27,25
14,2023-08-14,2020-01-27,30
14,2023-07-15,2020-01-27,55
14,2023-04-09,2020-01-27,45
14,2024-05-05,2020-01-27,15
14,2024-02-11,2020-01-27,30
14,2024-11-06,2020-01-27,40
14,2024-09-07,2020-01-27,40
15,2020-10-07,2020-10-07,45
15,2020-12-20,2020-10-07,55
15,2021-05-22,2020-10-07,40
15,2022-06-02,2020-10-07,15
15,2022-04-25,2020-10-07,25
15,2023-03-03,2020-10-07,15
15,2024-09-23,2020-10-07,40
15,2024-07-17,2020-10-07,45
16,2020-03-15,2020-03-14,25
16,2020-05-25,2020-03-14,60
16,2020-08-09,2020-03-14,55
16,2020-08-04,2020-03-14,15
16,2020-03-14,2020-03-14,15
16,2020-09-05,2020-03-14,45
16,2020-04-02,2020-03-14,35
16,2020-04-11,2020-03-14,35
16,2021-04-27,2020-03-14,35
16,2021-02-02,2020-03-14,35
16,2021-10-24,2020-03-14,20
16,2021-11-15,2020-03-14,15
16,2021-10-06,2020-03-14,35
16,2021-09-08,2020-03-14,60
16,2021-07-27,2020-03-14,55
16,2021-07-05,2020-03-14,50
16,2022-06-18,2020-03-14,55
16,2022-11-08,2020-03-14,25
16,2022-02-13,2020-03-14,20
16,2022-10-19,2020-03-14,35
16,2022-12-26,2020-03-14,45
16,2023-07-27,2020-03-14,30
16,2023-06-27,2020-03-14,20
16,2023-10-16,2020-03-14,55
16,2023-08-09,2020-03-14,40
16,2023-06-13,2020-03-14,25
16,2023-10-11,2020-03-14,15
16,2023-04-13,2020-03-14,15
16,2024-08-23,2020-03-14,50
16,2024-07-10,2020-03-14,30
16,2024-08-10,2020-03-14,55
16,2024-03-11,2020-03-14,35
16,2024-10-21,2020-03-14,35
16,2024-10-07,2020-03-14,50
16,2024-01-18,2020-03-14,45
17,2020-04-13,2020-03-14,50
17,2020-03-14,2020-03-14,30
17,2021-07-08,2020-03-14,60
17,2022-07-24,2020-03-14,20
17,2023-02-07,2020-03-14,40
17,2023-04-10,2020-03-14,45
17,2024-09-15,2020-03-14,40
18,2020-03-04,2020-03-04,25
18,2023-02-10,2020-03-04,25
19,2020-12-11,2020-01-12,35
19,2020-08-20,2020-01-12,45
19,2020-06-02,2020-01-12,20
19,2020-07-15,2020-01-12,30
19,2020-07-14,2020-01-12,50
19,2020-05-20,2020-01-12,25
19,2020-02-22,2020-01-12,45
19,2020-09-11,2020-01-12,60
19,2020-05-27,2020-01-12,25
19,2020-09-03,2020-01-12,50
19,2020-04-17,2020-01-12,45
19,2020-01-12,2020-01-12,15
19,2020-03-24,2020-01-12,30
19,2020-06-21,2020-01-12,45
19,2020-11-15,2020-01-12,35
19,2020-02-16,2020-01-12,25
19,2020-10-05,2020-01-12,20
19,2020-06-27,2020-01-12,55
19,2020-09-20,2020-01-12,60
19,2021-04-14,2020-01-12,40
19,2021-12-18,2020-01-12,60
19,2021-05-20,2020-01-12,15
19,2021-10-07,2020-01-12,35
19,2021-04-03,2020-01-12,45
19,2021-04-12,2020-01-12,50
19,2021-01-21,2020-01-12,35
19,2021-07-24,2020-01-12,60
19,2021-05-26,2020-01-12,60
19,2021-10-03,2020-01-12,15
19,2021-06-20,2020-01-12,20
19,2021-11-14,2020-01-12,30
19,2021-03-15,2020-01-12,60
19,2021-10-25,2020-01-12,15
19,2021-09-14,2020-01-12,30
19,2021-09-07,2020-01-12,40
19,2022-08-06,2020-01-12,40
19,2022-06-11,2020-01-12,20
19,2022-03-13,2020-01-12,15
19,2022-06-25,2020-01-12,50
19,2022-02-01,2020-01-12,55
19,2022-07-06,2020-01-12,55
19,2022-04-09,2020-01-12,45
19,2022-09-08,2020-01-12,30
19,2022-05-11,2020-01-12,20
19,2022-06-22,2020-01-12,45
19,2022-01-19,2020-01-12,40
19,2022-02-24,2020-01-12,45
19,2022-05-09,2020-01-12,15
19,2022-06-17,2020-01-12,30
19,2023-07-06,2020-01-12,15
19,2023-01-07,2020-01-12,45
19,2023-06-26,2020-01-12,40
19,2023-04-14,2020-01-12,60
19,2023-05-26,2020-01-12,50
19,2023-09-18,2020-01-12,20
19,2023-11-15,2020-01-12,50
19,2023-02-02,2020-01-12,50
19,2023-06-10,2020-01-12,20
19,2023-10-23,2020-01-12,45
19,2023-02-12,2020-01-12,25
19,2023-09-17,2020-01-12,35
19,2023-05-08,2020-01-12,50
19,2023-05-11,2020-01-12,15
19,2024-10-22,2020-01-12,15
19,2024-07-26,2020-01-12,60
19,2024-07-03,2020-01-12,50
19,2024-07-09,2020-01-12,40
19,2024-04-10,2020-01-12,25
19,2024-11-14,2020-01-12,50
19,2024-11-11,2020-01-12,50
19,2024-07-18,2020-01-12,55
19,2024-09-22,2020-01-12,60
19,2024-07-12,2020-01-12,60
19,2024-06-23,2020-01-12,40
19,2024-07-12,2020-01-12,45
19,2024-07-13,2020-01-12,40
19,2024-07-25,2020-01-12,25
20,2020-06-13,2020-06-13,55
20,2021-09-23,2020-06-13,15
20,2022-03-06,2020-06-13,35
20,2023-04-09,2020-06-13,40
20,2023-12-27,2020-06-13,40
20,2024-03-22,2020-06-13,15
20,2024-08-15,2020-06-13,50
21,2020-11-09,2020-05-04,15
21,2020-05-04,2020-05-04,25
21,2020-09-26,2020-05-04,50
21,2020-07-21,2020-05-04,50
21,2020-08-02,2020-05-04,15
21,2020-08-04,2020-05-04,15
21,2020-06-02,2020-05-04,50
21,2020-06-15,2020-05-04,20
21,2020-06-02,2020-05-04,35
21,2021-07-14,2020-05-04,50
21,2021-12-14,2020-05-04,35
21,2021-04-02,2020-05-04,45
21,2021-05-23,2020-05-04,40
21,2021-05-05,2020-05-04,35
21,2021-06-05,2020-05-04,25
21,2021-09-06,2020-05-04,40
21,2021-04-13,2020-05-04,55
21,2021-09-09,2020-05-04,45
21,2021-05-22,2020-05-04,60
21,2021-07-15,2020-05-04,15
